S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
2898,"Looperman, Hosiery",8152.1000,8262.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Operates linking machines to seam openings in socks, ensuring accurate threading and tension of yarn through the machine's guide, tension disc, and needle eye. Maintains machine efficiency by replacing cones, cleaning and oiling the equipment, and replacing defective pins as needed."
2899,Warp Knitter/Knitting Machine Operator – Warp Knitter,8152.1100,8262.55,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Warp Knitter/Knitting Machine Operator – Warp Knitter is responsible for operating knitting machines to produce fabric for various applications, including mosquito nets and curtains. The role involves setting up the machine, monitoring its operation, and performing routine maintenance tasks such as cleaning and oiling the equipment."
2900,"Weaver, Lace (Machine)",8152.1200,8262.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Weaver, Lace (Machine) operates lace-making machines to produce high-quality lace according to set patterns, performing tasks such as starting the machine, monitoring progress, and making minor adjustments. Responsibilities include maintaining the machine's yarn supply, identifying and repairing broken threads by hand, and reporting mechanical issues for prompt resolution."
2901,"Braid Maker, Machine/Braiding Machine Operator",8152.1300,8262.65,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Braid Maker, Machine/Braiding Machine Operator: Operates one or more machines to produce tabular cord or narrow bands by interweaving threads, ensuring proper braiding processing and maintaining thread supplies. Responsibilities include passing threads through machine guides, starting the machine, and mending breakages in a timely manner."
2902,Lace Maker (Machine),8152.1400,8262.70,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Lace Maker (Machine): Operates crochet machines to produce intricate laces and trims according to specified patterns and designs, adjusting machine settings for thread tension and spindle movement as needed. Responsibilities include selecting threads, passing them through the machine guides, detecting and repairing broken ends, and collecting finished products while ensuring efficient operation of the machinery."
2903,Warp Tying Machineman,8152.1600,8262.80,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Warp Tying Machineman Operates a warp-tying machine to automate the knotting process of yarn ends from filled and exhausted beams, with manual intervention as needed to ensure accurate tying. Responsible for setting up and maintaining the machine, including cleaning and oiling it, to ensure efficient operation and high-quality output."
2904,Wrapper,8152.1700,8262.81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","**Job Title:** Wrapper **Summary:** The Wrapper is responsible for operating the warping machine, which winds multiple strands of yarn onto a large spool or drum from cones, cheeses, or bobbins. They ensure accurate winding by adjusting settings, monitoring the process, and completing tasks such as cutting and knotting yarn ends when the job is finished."
2905,Front Sizer (Cotton Textile),8152.2000,8262.85,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Front Sizer (Cotton Textile) operates a sizing machine to condition, strengthen, and wind warp yarn onto weaver's beams, ensuring proper size application and drying consistency. The role also involves supervising the Back Sizer, maintaining equipment cleanliness and performance, and troubleshooting issues such as broken ends during production runs."
2906,Back Sizer,8152.2100,8262.86,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Back Sizer (Cotton Textile) operates the back creel of a sizing machine, loading warp beams and managing the flow of yarn to ensure smooth production. Responsibilities include maintaining the machine's setup, detecting and repairing broken ends, and performing routine maintenance tasks such as cleaning and oiling."
2907,"Weaving and Knitting Machine Operators, Other",8152.9900,8262.90,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Weaving and Knitting Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around weaving and knitting machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that involve operating and maintaining machinery used for weaving and knitting various types of fabrics and textiles.","Weaving and Knitting Machine Operators are responsible for setting up and operating weaving and knitting machines, as well as preparing pattern cards for various textile designs. They also assist in monitoring machine performance and making adjustments as needed to ensure efficient production."
2908,"Sewing Machine Operator, General",8153.0101,8263.10,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Sewing Machine Operator, General: Operates various types of sewing machines to join and stitch fabric, leather, and fur materials for garment production, upholstery, and other textile products. Responsible for setting up and maintaining the machine, monitoring stitching quality, and performing routine maintenance tasks such as cleaning and oiling."
2909,Stitcher (Leather Goods and Garments),8153.0102,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Stitcher (Leather Goods and Garments): Responsible for sewing various materials, including fabric, fur, leather, or synthetic materials, to produce garments and other articles in the Leather Goods and Garment sector. This role requires attention to detail and manual dexterity to create high-quality products."
2910,Specialized Sewing Machine Operator,8153.0103,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Specialized Sewing Machine Operator: Operate specialized sewing machines to create various stitches on fabrics and garments in the apparel industry, ensuring high-quality production. Requires a strong understanding of machine operation and fabric handling to meet production demands and quality standards."
2911,"Button Hole Maker, Machine",8153.0200,8263.20,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Operates a button-hole making machine that automatically cuts holes and stitches around them, requiring adjustments for varying hole sizes. Mounts thread and bobbin, sets up garment parts, and operates the machine to create precise buttonholes."
2912,Eyelet Holing Machine Operator,8153.0300,8263.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Eyelet Holing Machine Operator operates an eyelet machine to punch and stitch holes for fixing eyelets in garments, adjusting settings such as thread color, tension, and stitch count according to fabric type. The operator is responsible for setting up and running the machine, including threading, winding bobbins, and adjusting punches, while also maintaining equipment by replacing broken needles and empty shuttles."
2913,Button Stitching Machine Operator,8153.0400,8263.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Operates a button stitching machine to attach buttons to garments, ensuring accurate placement and secure stitching. Responsible for maintaining the machine's cleanliness and functionality by performing routine cleaning and oiling tasks, as well as attending to minor repairs."
2914,"Embroider, Machine",8153.0500,8263.45,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Embroider, Machine Operator: Designs and embroiders various patterns on fabric garments using a machine, selecting thread colors and adjusting stitch settings to achieve desired results. Responsible for operating an embroidery machine to create intricate designs on fabrics, including threading the needle, changing threads as needed, and cleaning and maintaining the machine."
2915,Embroidery Machine Operator (Semi- Automatic),8153.0600,8263.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Embroidery Machine Operator (Semi-Automatic) operates a semi-automatic sewing machine with multiple-sewing heads, embroidering designs onto garments or parts by loading fabric into the machine and initiating automated stitching processes. Responsibilities include setting up and securing fabric on the machine, rethreading for color changes, and removing completed items from the embroidery hoops."
2916,Embroidery Machine Operator (Zig Zag Machine),8153.0601,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Embroidery Machine Operator (Zig Zag Machine): Operates an embroidery machine to create decorative designs on fabrics and garments for the apparel industry, utilizing various stitches and techniques. Requires expertise in performing a range of embroidery stitches, including satin stitch, cording, eyelet work, appliqué, and others, to produce high-quality embroidered products."
2917,Framer – Computerised Embroidery Machine,8153.0701,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Responsible for preparing and setting up computerized embroidery machines, including hooping and framing operations, to ensure high-quality embroidery output. Monitors machine progress and ensures that embroidered products meet required standards of quality."
2918,Helper – Parts Making (Leather Goods and Garments),8153.0702,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Helper – Parts Making (Leather Goods and Garments) Assists machine operators in material cutting, stitching, skiving, and pasting activities for leather goods and garments production. Coordinates with team members to ensure timely completion of tasks based on the production schedule."
2919,Helper – Finishing Operations (Leather Goods and Garments),8153.0703,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Helper – Finishing Operations (Leather Goods and Garments): Assists machine operators in colouring, lamping, cleaning, and packaging leather goods and garments according to production schedules. Coordinates with team members to ensure efficient completion of tasks as per the production schedule."
2920,"Sewers and Embroiders, Other",8153.9900,8263.90,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine",Sewing Machine Operators,"Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around sewing machine operation, with shared responsibilities and work objectives. It encompasses occupations that involve operating sewing machines to perform tasks such as garment construction, upholstery, and textile manufacturing.","Sewers and Embroiders, Other design, create, and repair a variety of textile products using hand and machine sewing and embroidery techniques. This role involves working with various materials such as household linens, hats, caps, upholstery, and mattresses to produce high-quality textiles through manual or automated processes."
2921,Kierman (Textile)/Package Dyeing Machine Operator,8154.0200,8264.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine","Bleaching, Dyeing and Cleaning Machine Operators","Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around bleaching, dyeing, and cleaning machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that operate machinery to process textiles, fabrics, or other materials through various chemical treatments.","Machine Operator Kierman (Textile)/Package Dyeing Machine Operator operates textile dyeing equipment to bleach and dye yarns and fabrics, monitoring chemical solutions, temperatures, and pressures to ensure proper processing. Responsibilities include preparing dye baths, loading materials into vats, and controlling the dyeing process to achieve desired colors and textures."
2922,"Scouringman, Woollen Yarn",8154.0300,8264.55,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine","Bleaching, Dyeing and Cleaning Machine Operators","Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around bleaching, dyeing, and cleaning machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that operate machinery to process textiles, fabrics, or other materials through various chemical treatments.","Scouringman, Woollen Yarn: Operates a scouring machine to wash and clean woollen or worsted yarn, preparing it for further processing by mixing detergent, feeding the yarn into the machine, and monitoring its operation. Responsibilities include setting up and operating the scouring machine, checking pressure gauges, cleaning and maintaining the equipment, and potentially operating a dryer to dry cleaned wool."
2923,Washing Machineman,8154.0500,8264.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,"Textile, Fur and Leather Products Machine","Bleaching, Dyeing and Cleaning Machine Operators","Plant and Machine Operators, and Assemblers 
This division encompasses occupations that oversee the planning, direction, coordination, and execution of core functions related to plant and machine operations, as well as assembly processes. It represents broad functional leadership or operational responsibility across various industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise. It includes occupations that require specialized knowledge and skills to manage, supervise, or operate complex stationary plant and machine systems.","This group consists of occupations that perform tasks related to textile, fur, and leather products machinery, requiring common skill sets to contribute to their functions within organizations.","This family includes closely related job roles centered around bleaching, dyeing, and cleaning machine operators, with shared responsibilities, tools, and work objectives. It encompasses occupations that operate machinery to process textiles, fabrics, or other materials through various chemical treatments.","Washing Machineman: Operates and maintains washing machines to clean and bleach cloth, ensuring proper water flow and chemical solution levels. Responsibilities include supervising the work of Pilers, cleaning and oiling machines, and making adjustments as needed to prevent entanglements."
