S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
2733,Box Filling Machine Operator (Match),8131.4300,8222.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Box Filling Machine Operator (Match) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2734,Crystallisation Attendant,8131.6800,8159.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Crystallisation Attendant performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2735,Pencil Maker,8131.8900,8229.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Pencil Maker performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2736,"Crusher Operator, Chemical",8131.0100,8151.10,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Crusher Operator, Chemical performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2737,Box Filtration Operator,8131.2600,8153.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Box Filtration Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2738,Friction Machine Operator (Match),8131.4400,8222.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Friction Machine Operator (Match) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2739,Tablet Machine Operator,8131.7000,8159.62,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Tablet Machine Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2740,"Assembler, Marking Devices (Pen & Pencil)",8131.9000,8229.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Assembler, Marking Devices (Pen & Pencil) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2741,Miller/Mill Operator (Chemical),8131.0200,8151.20,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Miller/Mill Operator (Chemical) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2742,Hydro Extractor Operator,8131.2700,8153.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Hydro Extractor Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2743,Box Closing Machine Operator (Match),8131.4500,8222.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Box Closing Machine Operator (Match) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2744,Tablet Coater,8131.7100,8159.64,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Tablet Coater performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2745,"Chemical Products Machine Operators, Other",8131.9900,8229.90,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Chemical Products Machine Operators, Other performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2746,"Pulveriser Operator, Chemical",8131.0300,8151.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Pulveriser Operator, Chemical performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2747,Crude Oil Treater (Oil Field),8131.2800,8153.50,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Crude Oil Treater (Oil Field) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2748,Bandroll and Labelling Machine Operator,8131.4600,8222.70,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Bandroll and Labelling Machine Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2749,Ampoule Machine/Plant Operator,8131.7200,8159.66,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Ampoule Machine/Plant Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2750,Mixing Machineman Attendant (Chemical),8131.0400,8151.40,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Mixing Machineman Attendant (Chemical) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2751,Gauger (Cement),8131.2900,8153.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Gauger (Cement) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2752,"Coke Oven Operator, Controller",8131.4900,8159.12,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Coke Oven Operator, Controller performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2753,M.B. Tester,8131.7500,8159.72,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A M.B. Tester performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2754,Compounding Man (Match),8131.0500,8151.45,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Compounding Man (Match) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2755,Disc Operator (Abrasive),8131.3000,8153.65,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Disc Operator (Abrasive) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2756,"Charcoal Burner, Beehive Kiln (Chemical)",8131.5600,8159.25,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Charcoal Burner, Beehive Kiln (Chemical) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2757,"Optical Examiner, Ampoules",8131.7600,8159.74,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Optical Examiner, Ampoules performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2758,"Sieving Machine Attendant, Chemical",8131.0800,8151.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Sieving Machine Attendant, Chemical performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2759,Crude Oil Treater (Petrol & Gas),8131.3100,8153.70,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Crude Oil Treater (Petrol & Gas) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2760,Producer Gas Plant Operator,8131.5800,8159.28,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Producer Gas Plant Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2761,Acid Plant Operator,8131.7700,8159.76,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Acid Plant Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2762,Grading Machine Attendant (Abrasive),8131.0900,8151.65,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Grading Machine Attendant (Abrasive) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2763,Brine Maker (Chemical),8131.3200,8153.80,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Brine Maker (Chemical) performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2764,"Bale Cutter Operator, Rubber",8131.5900,8159.34,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Bale Cutter Operator, Rubber performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2765,Sulphur Burner,8131.7800,8159.78,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Sulphur Burner performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2766,Drying Chamber Attendant (Drugs)/Chamber Operators,8131.1400,8152.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Drying Chamber Attendant (Drugs)/Chamber Operators performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
2767,Autoclave Operator,8131.3501,8154.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Chemical and Photographic Products Plant and Machine Operators,Chemical Products Plant and Machine Operators,"This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to chemical and photographic products plant and machine operators functions within organizations.","This family includes closely related job roles centered around chemical products plant and machine operators, with shared responsibilities, tools, and work objectives.","A Autoclave Operator performs role-specific duties associated with this occupation, applying relevant skills, knowledge, and experience to fulfill organizational or industry requirements."
