S No,Occupational Title,NCO 2015,NCO 2004,Division,Sub Division,Group,Family,Division Description,Sub Division Description,Group Description,Family Description,Occupation Description
2706,Electroplater,8122.0100,8223.10,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Electroplater gives coating of gold, silver, nickel, chromium, copper etc. of required thickness to metal parts by electrolytic process. Examines strength of metallic solution and sets anode plates (positive terminal) in solution. Suspends de-greased components well dipped in side plating solution and connects cathode (negative) to it. Regulates current and allows components to remain dipped in solution for specific period depending upon type and thickness plating required. Removes components and swills them in hot and cold water baths. Dries them in sawdust or centrifugal air dryer. Transfers components to unrigging rack or other specified place for policing. May prepare plating solution under guidance of shop supervisor. Is designated as GILLDER if engaged in gold platting and ANODISER if colours aluminium and light alloys article using specific chemical solutions. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2707,Surface Treatment Technician,8122.0101,,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Surface Treatment Technician responsible for conducting electroplating, powder coating and Anodizing operations as per the product and the customer requirement to ensure that the surface of the metallic body becomes resistant to chemicals, moisture and other wear and tear. Qualification Pack Details: QP NOS Reference ASC/Q3801 QP NOS Name Surface Treatment Technician Level 4 NSQF Level ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2708,"Enameller, Chemical",8122.2000,8223.20,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Enameller, Chemical applies thin film of enamel on metal components by dipping in enamelling solution and drying them in ovens. Checks quantity and quality of enamel in glazed porcelain bath (vat). Dips components in bath and suspends them in mechanical conveyor passing through closed drying oven. Checks components after drying and repeats process to ensure good finish. May dip and dry components manually. Is designated as LACQUERER or JAPANER if engaged in manually applying solution of film forming substances or Black Japan Varnish. May also apply enamel or other solution by brush or spray. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2709,Reeling Machine Operator,8122.3000,8223.30,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Reeling Machine Operator, Metal Drawing tends to continuous supply of wire to lead bath for coating and reeling of finished wire. Mounts reels on shaft and draws wires through lead, acid, and washing baths to other side. Fixes ends to empty reels mounted on electrically driven shaft. Starts motor and watches smooth running of wires. Changes reels and joins ends of wires as and when required. Stops motor and pulls out wire in case of breakage. May be known as REEL OPERATOR, BACK SIDE, and REEL OPERATOR, FRONT SIDE, according to position of work. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2710,"Galvanizer/Operator – Electroplating, Galvanising",8122.3500,8223.35,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Electroplating, Galvanising Galvanizer applies coating of zinc on ferrous articles by dipping them in molten zinc. Checks and controls quantity, quality and temperature of acid (hydrochloric acid), flux (zinc chloride) and zinc baths. Preheat articles if necessary and dips or passes them either manually mechanically through, acid, water, flux and zinc baths successively at controlled speed. Skims dirt from baths and continues operation with necessary adjustment of solution, temperature etc., ensuring regular and uniform coating. May similarly apply tin coating using palm oil as flux and be designated as TIN PLATER or TINNING MACHINE OPERATOR. May regulate temperature by gauges and by colour of melting metals. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2711,"Metal Sprayer (Metal Finishing, Plating and Coating Machine Operators)",8122.5500,8223.55,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Metal Sprayer sprays metal on worn out metal part either for increasing size or for coating them. Fixes part in lathe, fastens spray gun in tool post of lathe, pushes wire feed through hole in spray gun, connects rubber pipe with oxygen, acetylene and compressed air container through respective nozzles of gun and regulates valves for their correct supply. Ignites mixture with flint. Starts lathe to revolve part for uniform application of metal, adjusts wire feed, moves gun to and fro for even spray of metal on portion to be sprayed and checks part from time to time for size and uniform coating. May use different type of fixtures and may manually operate spray gun. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2712,"Sample Checker, Metal Making",8122.6000,8223.60,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Sample Checker, Metal Making; Sampler, Metal Making checks samples of metal under production in furnace, rolling mill, foundry section, etc. by sight, gauges or instruments to ensure these are according to specifications. Checks blooms, billets, forgings, metal castings etc. in production in furnace, rolling mill, forging, foundry or other metal making sections by sight, gauges, measuring devices, crack defectors and other necessary instruments Ensures correct dimensions, weight, soundness and absence of blow holes, irregular formation, etc. as per specifications and tolerances. Approves or records defects observed and suggests rectifications or rejections as necessary. May be designated as SAMPLER, BLAST FURNACE; VIEWER, ROLLING MILL; VIEWER, FORGING, CHECKER, FOUNDRY; etc. according to section and type of work done. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2713,Shot Blaster,8122.6200,8223.62,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Shot Blaster cleans metal surface by spraying steel grits on it at high pressure by means of compressed air. Lays articles to be cleaned in side shot blasting chamber, gets covered completely with protective clothing fitted with respiratory arrangements. Regulates air pressure and flow of steel grits, holds hose fitted with nozzle over articles, opens nozzle and sprays steel grits over them at high pressure for required period of time. Checks metal surface from time to time for finish and repeats process if required, is designated as SAND BLASTER if uses sand instead of steel grits. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2714,Picker,8122.6700,8223.67,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Picker removes foreign matter and cleans both ferrous and non-ferrous articles by dipping them in succession in acid and water baths. Loads articles in cradles or in some hooking arrangement and dips them in acid bath or tank. Agitates bath or tanks moving articles manually mechanically for few minutes depending on type and condition of material. Transfers articles mechanically manually to water bath or tank and washes acids off by stirring them in bath or tank. May use more than one acid bath or tank of varying concentration. May also dip articles in alkaline tank for neutralizing acid effect. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2715,"Hardness Tester, Metal",8122.6900,8223.69,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Hardness Tester, Metal Hardness Tester, Metal checks hardness of metal by operating hardness testing machine. Places metal to be tubed on table of machine Attaches specified weights to give required pressure and fixes steel ball or diamond cone tester in machine depending upon type of metal to be tested and machine used. Operates lever to automatic press steel ball or diamond cone with prescribed force on metal surface and make deep impression, a dent on it. Reads hardness registered by machine or form chart and records it. Approves rejects tested metal according to standard prescribed. May keep record of number and nature of articles tested. May clean and oil machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2716,Speeder Machine Operator (Abrasive Wheel),8122.7000,8223.70,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","(Abrasive Wheel) Speeder Machine Operator (Abrasive Wheel) Abrasive Wheel Tester speed tests abrasive wheels electric testing machine over normal operating speed to ensure that wheels are free from cracks. Opens protective hood of machine and fits securely finished abrasive wheel on hub of electric testing machine by tightening nuts and bolts using flanges, washers and bushes where necessary, closes hood door; adjusts meter and arbour of wheel to set machine for specified number of revolutions; starts and runs machine at specified test speed for specified test period; observes meter reading to check and ensure that wheel disc is revolving at set speed without cracking; stops machine after set period of running or earlier if disc cracks (indicated by cracking noise). Opens hood door and removes discs from spindle after bringing it to rest. Places tested discs at specified point. May stencil on wheel working speed in r.p.m. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2717,Sizing Machine Operator (Abrasive Wheel),8122.7100,8223.71,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Wheel) Sizing Machine Operator (Abrasive); Sizer (Abrasive) operates automatic sizing machine to coat glue on abrasive coated cloth or paper. Fills glue tank of machine with glue; draws of abrasive coated paper or cloth roll from drying chamber of abrasive making machine and feeds it into feed rolls of sizing machine; observes operation of drawing and passing of abrasive coated cloth or paper through rolls above glue container where thin layer of glue coating is applied to abrasive coated material for fixing it, and thereafter through drying chamber to take down machine; stops machine, if paper or cloth gets stuck up, releases blocking and re-starts machine; reports to superiors if machine does not function properly. May oil and clean machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2718,Abrasive Coated Cloth and Papermaker,8122.7200,8223.72,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Maker Abrasive-Coated Cloth and Paper Maker; Coating Flint Operator (Abrasive) roll in machine; draws end of paper or cloth roll through guide rollers of machine for feeding it with material; checks and ensures that glue container and abrasive grain hopper of machine are full with glue and abrasive material, starts machine and ensures drawing of paper/cloth through rollers and application of glue on its desired face proceeds correctly; observes passing of glued paper/cloth through series of rollers over electric grain chamber where grain is sprayed to glue portion paper/cloth electro- magnetic device; opens glue tap as necessary to maintain steady supply of glue in glue container; stops machine if abrasive coated paper/cloth gets stuck up, cleans it and restarts; resets roll gaps as necessary for even tension of paper/cloth drawn; ensures that abrasive coated roll passes into drying chamber for onward transmission to sizing machine. Supervises work of helpers; replaces empty spool or beam of paper or cloth roll with filled ones to maintain continuous supply. Reports irregular functioning of machine to superiors for removal of defects. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2719,Skiving Machine Operator (Abrasive),8122.7300,8223.73,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","(Abrasive) Skiving Machine Operator; Skiver (Abrasive) operates skiving machine to remove abrasive grain from abrasive coated cloth and bevel edges for joining ends to form endless band. Starts machine and feeds ends of abrasive band by hand through revolving grinding wheel to remove coated abrasive grains to reduce thickness of material; checks skiving done at ends and ensures that they are uniform; repeats skiving if necessary. May oil and clean machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2720,Belt Press Operator (Abrasive),8122.7400,8223.74,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Belt Press Operator; Pressing Machine Operator (Abrasive) presses glued ends of abrasive coated cloth or paper belt by pneumatic pressing machine to form endless belt. Collects abrasive coated material; applies glue over skived ends of belt with hand brush; joins one end of belt over another carefully to form continuous and endless belt without ridges at joint; sets pneumatic pressing machine and places joined end of belt over platen of machine; operates foot pedal of machine to lower upper ram of machine and press joint of abrasive belt at set pressure; removes material when press opens up automatically after set period. May trim edges with hand scissors. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2721,Roll Winding Machine Operator (Abrasive),8122.7500,8223.75,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","(Abrasive) Roll Winding Machine Operator; Take Down Machine Operator (Abrasive) operates roll winding machine to wind abrasive paper or cloth coming in continuous lengths, into rolls prescribed size. Fixes empty spool to machine and clamps it securely; draws by hand, roll of paper or cloth coming from drying chamber and rolls it over empty spool giving few turns for holding it firmly; starts machine and observes winding of abrasive cloth or paper on spool; stops machine after roll attains prescribed size; removes rolled material from machine using hoist equipment and continuous operation with new spool. May oil and clean machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2722,Sheet Cutter (Abrasive),8122.7600,8223.76,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Sheet Cutter (Abrasive); Abrasive Sheeting Machine Operator cuts roll of abrasive paper or cloth into sheets of prescribed sizes using sheet cutting machine fitted with rotating knives. Loads roll of abrasive paper or cloth on machine frame either manually or by hoisting equipment; draws free end of abrasive paper or cloth roll and passes it over feed rolls of machine; adjusts guides on scale to obtain specified length of sheet, screws guides to hold sheets in position sets knives or cutting blades to machine and adjusts them to cut material; starts machine and observes cutting operation and removal of cut pieces over conveyor system; stops machine if paper gets stuck up, releases block and re-starts machine. Replaces blunt knives with sharp ones when required. May clean and oil machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2723,Slitting Machine Operator (Abrasive),8122.7700,8223.77,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","(Abrasive) Slitting Machine Operator (Abrasive) operates slitting machine to cut roll of abrasive paper or cloth into smaller sizes or rolls of lesser width and length. Loads roll of abrasive paper or cloth on machine frame either manually or by means of hoisting equipment; draws free end of paper or cloth roll by hand and passes it over feed rolls of machine; sets and adjusts machine for speed, tension of paper or cloth and slitting of roll to required width and length; starts machine and observes slitting of roll to required widths and winding of slit material into rolls over collapsible spindle set on opposite side of machine; stops machine on completion of operation and removes smaller wound rolls an collapsible spindle or spool from slit roll; repeats process; keeps record of output given. May clean and oil machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2724,Clicker Press Operator (Abrasive),8122.7800,8223.78,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Clicker Press Operator (Abrasive) operates power press to cut pieces of abrasive material to desired specifications. Sets die in machine in which material is to be cut; starts machine, feeds abrasive coated paper or cloth into machine and ensures that operation proceeds correctly and makes necessary adjustment to machine collects cut pieces from machine and bundles them. May oil and clean machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2725,Splint Feeder (Match),8122.7900,8223.79,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Splint Feeder (Match) feeds match splints in automatic machine to insert them in grooves or holding device for dipping splint tips with match-head composition and dry them in drying chamber. Brings trolley containing levelled splints from levelling section; takes wooden tray containing levelled splints from trolley and feeds levelled sticks in magazine of machine by transferring contents of wooden tray into it, keeping them arranged in same manner and position; dresses levelled splints in magazine by tapping with wooden pad and removing broken, uneven or cross splints; watches feed or flow of levelled splints into machine where stick feeding device automatically inserts each splint into groove or holding device of continuous rotating conveyor chain; keeps magazine continuously full by supplying levelled splints from wooden trays; collects fallen out splints from floor or pit and deposits them in basket to be taken to levelling section; pushes empty trolley and leaves it at levelling section; maintains place clean and tidy. May operate machine and collect fully tried matchstick. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2726,Splint Drying Chamberman (Match),8122.8000,8223.80,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","Splint Drying Chamberman (Match) Match Splint Drying Machine Attendant tends drying and polishing machine to dry and polish match splints. Collects match splints from bins and spreads them evenly in wooden chamber tray; opens bottom door of drying chamber, pushes chamber tray containing splints into its moving platform and closes chamber door; starts machine to blow steam or hot air to heat furnace desired temperature regulating thermostats or by adjusting dampers; opens top door of chamber and removes chamber tray containing dried splints after specified length of fine; feeds dried splints into hopper of adjacent polishing chamber for getting dried splints polished in its revolving drum; pokes hopper of polishing chamber with wooden stick to remove chocking and to push dried splints inside revolving polishing drum. May carry splints from godown to bins. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
2727,Levelling Machine Attendant (Match),8122.8100,8223.81,"Plant and Machine Operators, and Assemblers",Stationary Plant and Machine Operators,Metal Processing and Finishing Plant Operators,"Metal Finishing, Plating and Coating Machine Operators","This division includes occupations responsible for planning, directing, coordinating, or executing core functions related to plant and machine operators, and assemblers. It represents broad functional leadership or operational responsibility across industries.","This sub-division groups occupations that focus on specialized functional areas within stationary plant and machine operators, emphasizing domain-specific management, supervision, or technical expertise.","This group consists of related occupations that perform similar tasks, share common skill sets, and contribute to metal processing and finishing plant operators functions within organizations.","This family includes closely related job roles centered around metal finishing, plating and coating machine operators, with shared responsibilities, tools, and work objectives.","(Match) Levelling Machine Attendant (Match); Leveller (Match) operates levelling machine to fill wooden trays with horizontally levelled splints. Place, trolley with empty wooden trays near machine, arranges them in machine frame with mouth turned towards hopper of levelling machine; locks levelling machine frame over empty wooden trays securely; fills match splints into hopper of levelling machine; spreads splints evenly by hand in hopper of machine; starts machine to agitate hopper, side to side to fill empty trays with splints horizontally; removes wooden trays filled with levelled splints and places them on rack of trolley for further processing. Oils and greases machine. ISCO 08 Unit Group Details: Code 8122 Title Metal Finishing, Plating and Coating Machine Operators"
